"authors","year","title","venue"
"0","1999","Efficient Concurrency Control in Multidimensional Access Methods","SIGMOD Conference"
"0","1995","Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description)","SIGMOD Conference"
"0","2003","Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2","VLDB"
"0","2003","A Web odyssey: from codd to XML","SIGMOD Record"
"0","2000","LOF: Identifying Density-Based Local Outliers","SIGMOD Conference"
"0","2002","Best-effort cache synchronization with source cooperation","SIGMOD Conference"
"0","1994","Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing","SIGMOD Conference"
"0","2003","Tabular Placement of Relational Data on MEMS-based Storage Devices","VLDB"
"0","2003","Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach","VLDB"
"0","1995","Opportunities at ARPA, NSF, and Elsewhere","SIGMOD Record"
"0","1996","SONAR: System for Optimized Numeric AssociationRules","SIGMOD Conference"
"0","2003","Business-to-business interactions: issues and enabling technologies","VLDB J."
"0","2002","DISCOVER: Keyword Search in Relational Databases","VLDB"
"0","1995","Ordered Shared Locks for Real-Time Databases","VLDB J."
"0","2002","Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data, Madison, Wisconsin, June 3-6, 2002","SIGMOD Conference"
"0","2003","Transparent Mid-Tier Database Caching in SQL Server","SIGMOD Conference"
"0","2003","Scientific Data Repositories: Designing for a Moving Target","SIGMOD Conference"
"0","1998","The IDEA Web Lab","SIGMOD Conference"
"0","1997","Improving Access to Environmental Data Using Context Information","SIGMOD Record"
"0","1995","VERSANT Replication: Supporting Fault-Tolerant Object Databases","SIGMOD Conference"
"0","2001","Data Staging for On-Demand Broadcast","VLDB"
"0","1998","Predator: A Resource for Database Research","SIGMOD Record"
"0","1995","Hot Block Clustering for Disk Arrays with Dynamic Striping","VLDB"
"0","1995","OODB Bulk Loading Revisited: The Partitioned-List Approach","VLDB"
"0","2003","Design issues and challenges for RDF- and schema-based peer-to-peer systems","SIGMOD Record"
"0","2000","Dynamic vp-Tree Indexing for n-Nearest Neighbor Search Given Pair-Wise Distances","VLDB J."
"0","2000","The MLPQ/GIS Constraint Database System","SIGMOD Conference"
"0","2002","The Generalized MDL Approach for Summarization","VLDB"
"0","2002","View Invalidation for Dynamic Content Caching in Multitiered Architectures","VLDB"
"0","2002","Maintaining Coherency of Dynamic Data in Cooperating Repositories","VLDB"
"0","2002","TODS Perceptions and Misconceptions","SIGMOD Record"
"0","1996","Estimating Alphanumeric Selectivity in the Presence of Wildcards","SIGMOD Conference"
"0","2003","Sensor: the atomic computing particle","SIGMOD Record"
"0","1996","Optimization of Queries with User-defined Predicates","VLDB"
"0","1997","ZOO: A Desktop Emperiment Management Environment","SIGMOD Conference"
"0","1999","FinTime - A Financial Time Series Benchmark","SIGMOD Record"
"0","1995","Incremental Maintenance of Views with Duplicates","SIGMOD Conference"
"0","1994","Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization","SIGMOD Record"
"0","2000","A Vision of Management of Complex Models","SIGMOD Record"
"0","2003","Instance-based attribute identification in database integration","VLDB J."
"0","1994","Self-Adaptive, On-Line Reclustering of Complex Object Data","SIGMOD Conference"
"0","2003","Reminiscences on Influential Papers","SIGMOD Record"
"0","1995","Calls for Papers and Announcements","SIGMOD Record"
"0","1996","Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension","VLDB"
"0","1996","Large Databases for Remote Sensing and GIS","VLDB"
"0","2000","Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community","VLDB"
"0","2000","The Implementation and Performance of Compressed Databases","SIGMOD Record"
"0","2000","Reminiscences on Influential Papers","SIGMOD Record"
"0","2000","Managing Intervals Efficiently in Object-Relational Databases","VLDB"
"0","1994","Oracle's Symmetric Replication Technology and Implications for Application Design","SIGMOD Conference"
"0","1995","QuickStore: A High Performance Mapped Object Store","VLDB J."
"0","2000","XMILL: An Efficient Compressor for XML Data","SIGMOD Conference"
"0","1997","Multidimensional Access Methods: Trees Have Grown Everywhere","VLDB"
"0","2002","Exploiting statistics on query expressions for optimization","SIGMOD Conference"
"0","1994","On Index Selection Schemes for Nested Object Hierarchies","VLDB"
"0","1999","The Mirror MMDBMS Architecture","VLDB"
"0","2000","VLDB Workshop on Technologies in E-Services (TES)","SIGMOD Record"
"0","1996","Building Knowledge Base Management Systems","VLDB J."
"0","2001","Mining System Audit Data: Opportunities and Challenges","SIGMOD Record"
"0","1998","Determining Text Databases to Search in the Internet","VLDB"
"0","2002","RE-Tree: An Efficient Index Structure for Regular Expressions","VLDB"
"0","1994","The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine","SIGMOD Conference"
"0","2000","How To Roll a Join: Asynchronous Incremental View Maintenance","SIGMOD Conference"
"0","1996","Modularization Techniques for Active Rules Design","ACM Trans. Database Syst."
"0","1995","Schema and Database Evolution in the O2 Object Database System","VLDB"
"0","2001","Hyperqueries: Dynamic Distributed Query Processing on the Internet","VLDB"
"0","1999","Query Optimization for XML","VLDB"
"0","1995","Objects and SQL: Strange Relations? Panel","SIGMOD Conference"
"0","1997","Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM","VLDB J."
"0","1999","DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery","SIGMOD Conference"
"0","2001","Using the Golden Rule of Sampling for Query Estimation","SIGMOD Conference"
"0","1999","Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","VLDB"
"0","1999","Multi-dimensional Selectivity Estimation Using Compressed Histogram Information","SIGMOD Conference"
"0","1999","The Jungle Database Search Engine","SIGMOD Conference"
"0","1999","Semantic Video Indexing: Approach and Issue","SIGMOD Record"
"0","2002","The Denodo Data Integration Platform","VLDB"
"0","2001","XML and Information Retrieval: a SIGIR 2000 Workshop","SIGMOD Record"
"0","1999","Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis","VLDB J."
"0","2002","Application Servers and Associated Technologies","VLDB"
"0","2000","Computing Geographical Scopes of Web Resources","VLDB"
"0","1998","Developing a High Traffic, Read-Only Web Site","SIGMOD Conference"
"0","1998","Capability Based Mediation in TSIMMIS","SIGMOD Conference"
"0","1996","Rule Languages and Internal Algebras for Rule-Based Optimizers","SIGMOD Conference"
"0","2002","SQL/XML is Making Good Progress","SIGMOD Record"
"0","2000","Tutorial: Data Access","SIGMOD Conference"
"0","2001","Navigating large-scale semi-structured data in business portals","VLDB"
"0","2000","Social, Educational, and Governmental Change Enabled through Information Technology","VLDB"
"0","1994","Implementing Lazy Database Updates for an Object Database System","VLDB"
"0","2003","Aurora: a new model and architecture for data stream management","VLDB J."
"0","2002","SQL/MED - A Status Report","SIGMOD Record"
"0","2000","ACM-SIGMOD Digital Review","SIGMOD Record"
"0","1994","Parallel Database Systems in the 1990's","SIGMOD Conference"
"0","2002","Partial results for online query processing","SIGMOD Conference"
"0","2001","Applying an update method to a set of receivers","ACM Trans. Database Syst."
"0","1995","The LyriC Language: Querying Constraint Objects","SIGMOD Conference"
"0","1998","An Access Control Model Supporting Periodicity Constraints and Temporal Reasoning","ACM Trans. Database Syst."
"0","2001","Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data","SIGMOD Conference"
"0","1999","Versions and Workspaces in Microsoft Repository","SIGMOD Conference"
"0","1996","Overview of the STanford Real-time Information Processor (STRIP)","SIGMOD Record"
"0","2000","Tutorial: Designing an Ultra Highly Available DBMS","SIGMOD Conference"
"0","1999","The Active MultiSync Controller of the Cubetree Storage Organization","SIGMOD Conference"
"0","2001","Data-Driven Understanding and Refinement of Schema Mappings","SIGMOD Conference"
"0","1994","Managing Memory for Real-Time Queries","SIGMOD Conference"
"0","2001","E-Services - Guest editorial","VLDB J."
"0","1999","Fast Algorithms for Projected Clustering","SIGMOD Conference"
"0","2002","Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data","SIGMOD Conference"
"0","1999","Design Principles for Data-Intensive Web Sites","SIGMOD Record"
"0","1998","Guest Editor's Introduction","SIGMOD Record"
"0","1994","Formal Query Languages for Secure Relational Databases","ACM Trans. Database Syst."
"0","2000","A Chase Too Far?","SIGMOD Conference"
"0","1994","Trade Press News","SIGMOD Record"
"0","2001","SIGMOD 2001 Industry Sessions","SIGMOD Record"
"0","2000","Author Index","VLDB"
"0","1999","Security of Random Data Perturbation Methods","ACM Trans. Database Syst."
"0","1997","The InfoSleuth Project","SIGMOD Conference"
"0","1999","DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications","SIGMOD Conference"
"0","2000","Exploiting early sorting and early partitioning for decisionsupport query processing","VLDB J."
"0","1997","Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks","VLDB"
"0","2003","WISE-Integrator: An Automatic Integrator of Web Search Interfaces for E-Commerce","VLDB"
"0","1999","Distance Browsing in Spatial Databases","ACM Trans. Database Syst."
"0","1994","ODMG-93: A Standard for Object-Oriented DBMSs","SIGMOD Conference"
"0","2001","Gio Wiederhold Speaks Out on Moving into Academia in Mid-Career, How to Be an Effective Consultant, Why You Should Be a Program Manager as a Funding Agency, the Need for Ontology Algebra and Simulations, and More","SIGMOD Record"
"0","2002","Toward Autonomic Computing with DB2 Universal Database","SIGMOD Record"
"0","2003","TREX: DTD-Conforming XML to XML Transformations","SIGMOD Conference"
"0","1995","Nearest Neighbor Queries","SIGMOD Conference"
"0","2001","LEO - DB2's LEarning Optimizer","VLDB"
"0","1997","Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases","SIGMOD Record"
"0","1995","Updating Knowledge Bases While Maintaining Their Consistency","VLDB J."
"0","1995","Reducing Multidatabase Query Response Time by Tree Balancing","SIGMOD Conference"
"0","1995","PTool: A Light Weight Persistent Object Manager","SIGMOD Conference"
"0","1998","Optimal Histograms with Quality Guarantees","VLDB"
"0","1996","Coalescing in Temporal Databases","VLDB"
"0","1996","Fault-tolerant Architectures for Continuous Media Servers","SIGMOD Conference"
"0","2002","Speeding up construction of PMR quadtree-based spatial indexes","VLDB J."
"0","1996","Editor's Notes","SIGMOD Record"
"0","2000","Incremental Maintenance of Recursive Views Using Relational Calculus/SQL","SIGMOD Record"
"0","2002","SMART: Making DB2 (More) Autonomic","VLDB"
"0","2002","Preference SQL - Design, Implementation, Experiences","VLDB"
"0","2002","Report on the 24th European Colloquium on Information Retrieval Research","SIGMOD Record"
"0","1999","Online Feedback for Nested Aggregate Queries with Multi-Threading","VLDB"
"0","2001","VXMLR: A Visual XML-Relational Database System","VLDB"
"0","2001","XML Document Versioning","SIGMOD Record"
"0","1998","Data In Your Face: Push Technology in Perspective","SIGMOD Conference"
"0","2000","On-line Reorganization in Object Databases","SIGMOD Conference"
"0","2003","Improving Performance with Bulk-Inserts in Oracle R-Trees","VLDB"
"0","1999","A New Method for Similarity Indexing of Market Basket Data","SIGMOD Conference"
"0","2001","Global Optimization of Histograms","SIGMOD Conference"
"0","1997","Semistructured und Structured Data in the Web: Going Back and Forth","SIGMOD Record"
"0","1995","Duplicate Removal in Information System Dissemination","VLDB"
"0","2001","MiniCon: A scalable algorithm for answering queries using views","VLDB J."
"0","1994","Composite Events for Active Databases: Semantics, Contexts and Detection","VLDB"
"0","1998","Real Business Processing Meets the Web","SIGMOD Conference"
"0","1997","Asserting Beliefs in MLS Relational Models","SIGMOD Record"
"0","2000","Context-based prefetch - an optimization for implementing objects on relations","VLDB J."
"0","1998","Integrating Reliable Memory in Databases","VLDB J."
"0","1994","An Introduction to Spatial Database Systems","VLDB J."
"0","2003","Spreadsheets in RDBMS for OLAP","SIGMOD Conference"
"0","2000","A model for compound type changes encountered in schema evolution","ACM Trans. Database Syst."
