"year","title","venue","authors"
"0","Coloring Away Communication in Parallel Query Optimization","Very Large Data Bases","Waqar Hasan, Rajeev Motwani"
"0","Discovery of Multiple-Level Association Rules from Large Databases","Very Large Data Bases","Jiawei Han, Yongjian Fu"
"0","Document Management as a Database Problem","Very Large Data Bases","Rudolf Bayer"
"0","BigSur: A System For the Management of Earth Science Data","Very Large Data Bases","Paul Brown, Michael Stonebraker"
"0","Value-cognizant Speculative Concurrency Control","Very Large Data Bases","Azer Bestavros, Spyridon Braoudakis"
"0","Procedures in Object-Oriented Query Languages","Very Large Data Bases","Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski"
"0","A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems","Very Large Data Bases","N. Bassiliades, Ioannis P. Vlahavas"
"0","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Very Large Data Bases","Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen, Svein Erik Bratsberg, Per Holager"
"0","Benchmarking Spatial Join Operations with Spatial Output","Very Large Data Bases","Erik G. Hoel, Hanan Samet"
"0","Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","Very Large Data Bases","Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim"
"0","The Oracle Warehouse","Very Large Data Bases","Gary Hallmark"
"0","Querying Shapes of Histories","Very Large Data Bases","Rakesh Agrawal, Giuseppe Psaila, Edward L. Wimmers, Mohamed Za&#239;t"
"0","A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System","Very Large Data Bases","Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng"
"0","Query Processing in Tertiary Memory Databases","Very Large Data Bases","Sunita Sarawagi"
"0","A Data Transformation System for Biological Data Sources","Very Large Data Bases","Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong"
"0","DB2 Common Server: Technology, Progress, &; Directions","Very Large Data Bases","Bruce G. Lindsay"
"0","Dynamic Multi-Resource Load Balancing in Parallel Database Systems","Very Large Data Bases","Erhard Rahm, Robert Marek"
"0","Index Concurrency Control in Firm Real-Time Database Systems","Very Large Data Bases","Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan"
"0","W3QS: A Query System for the World-Wide Web","Very Large Data Bases","David Konopnicki, Oded Shmueli"
"0","L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS","Very Large Data Bases","Frank Moser, Achim Kraiss, Wolfgang Klas"
"0","Aggregate-Query Processing in Data Warehousing Environments","Very Large Data Bases","Ashish Gupta, Venky Harinarayan, Dallan Quass"
"0","Accessing a Relational Database through an Object-Oriented Database Interface","Very Large Data Bases","Jack A. Orenstein, D. N. Kamber"
"0","DB2 Query Parallelism: Staging and Implementation","Very Large Data Bases","Yun Wang"
"0","Duplicate Removal in Information System Dissemination","Very Large Data Bases","Tak W. Yan, Hector Garcia-Molina"
"0","Eager Aggregation and Lazy Aggregation","Very Large Data Bases","Weipeng P. Yan, Per-&#197;ke Larson"
"0","OPOSSUM: Desk-Top Schema Management through Customizable Visualization","Very Large Data Bases","Eben M. Haber, Yannis E. Ioannidis, Miron Livny"
"0","Sampling-Based Estimation of the Number of Distinct Values of an Attribute","Very Large Data Bases","Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes"
"0","A Practical and Modular Implementation of Extended Transaction Models","Very Large Data Bases","Roger S. Barga, Calton Pu"
"0","OS Support for VLDBs: Unix Enhancements for the Teradata Data Base","Very Large Data Bases","John Catozzi, Sorana Rabinovici"
"0","An Efficient Algorithm for Mining Association Rules in Large Databases","Very Large Data Bases","Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe"
"0","Managing Intra-operator Parallelism in Parallel Database Systems","Very Large Data Bases","Manish Mehta, David J. DeWitt"
"0","Efficient Incremental Garbage Collection for Client-Server Object Database Systems","Very Large Data Bases","Laurent Amsaleg, Michael J. Franklin, Olivier Gruber"
"0","Providing Database Migration Tools - A Practicioner's Approach","Very Large Data Bases","Andreas Meier"
"0","A Performance Evaluation of OID Mapping Techniques","Very Large Data Bases","Andr&#233; Eickler, Carsten Andreas Gerlhof, Donald Kossmann"
"0","Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions","Very Large Data Bases","Paul Ammann, Sushil Jajodia, Indrakshi Ray"
"0","Bypassing Joins in Disjunctive Queries","Very Large Data Bases","Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper"
"0","Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension","Very Large Data Bases","Alberto Belussi, Christos Faloutsos"
"0","A Cost Model for Clustered Object-Oriented Databases","Very Large Data Bases","Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang"
"0","OODB Bulk Loading Revisited: The Partitioned-List Approach","Very Large Data Bases","Janet L. Wiener, Jeffrey F. Naughton"
"0","Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies","Very Large Data Bases","Luis Gravano, Hector Garcia-Molina"
"0","Redo Recovery after System Crashes","Very Large Data Bases","David B. Lomet, Mark R. Tuttle"
"0","Performance of Data-Parallel Spatial Operations","Very Large Data Bases","Erik G. Hoel, Hanan Samet"
"0","A Transaction Replication Scheme for a Replicated Database with Node Autonomy","Very Large Data Bases","Ada Wai-Chee Fu, David Wai-Lok Cheung"
"0","Memory-Contention Responsive Hash Joins","Very Large Data Bases","Diane L. Davison, Goetz Graefe"
"0","On Index Selection Schemes for Nested Object Hierarchies","Very Large Data Bases","Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu"
"0","From Nested-Loop to Join Queries in OODB","Very Large Data Bases","Hennie J. Steenhagen, Peter M. G. Apers, Henk M. Blanken, Rolf A. de By"
"0","VERSANT replication: supporting fault-tolerant object databases","International Conference on Management of Data","Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou"
"0","Carnot and InfoSleuth: database technology and the World Wide Web","International Conference on Management of Data","D. Woelk, B. Bohrer, N. Jacobs, K. Ong, C. Tomlinson, C. Unnikrishnan"
"0","Parallel database systems 101","International Conference on Management of Data","Jim Gray"
"0","Things every update replication customer should know (abstract)","International Conference on Management of Data","Rob Goldring"
"0","High availability of commercial applications","International Conference on Management of Data","Kestutis Ivinskis"
"0","The data that you won't find in databases: tutorial panel on data exchange formats","International Conference on Management of Data","Peter Buneman, David Maier"
"0","DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing","International Conference on Management of Data","William L. Gettys"
"0","Enterprise transaction processing on Windows NT","International Conference on Management of Data","Greg Hope"
"0","Upsizing form file server to client server architectures","International Conference on Management of Data","CORPORATE The Access Team Microsoft"
"0","The Lotus notes storage system","International Conference on Management of Data","Kenneth Moore"
"0","Join queries with external text sources: execution and optimization techniques","International Conference on Management of Data","Surajit Chaudhuri, Umeshwar Dayal, Tak W. Yan"
"0","Object-oriented, rapid application development in a PC database environment","International Conference on Management of Data","CORPORATE Fox Development Team Microsoft"
"0","A database interface for file update","International Conference on Management of Data","Serge Abiteboul, Sophie Cluet, Tova Milo"
"0","Copy detection mechanisms for digital documents","International Conference on Management of Data","Sergey Brin, James Davis, H&#233;ctor Garc&#237;a-Molina"
"0","Fault tolerant design of multimedia servers","International Conference on Management of Data","Steven Berson, Leana Golubchik, Richard R. Muntz"
"0","An online video placement policy based on bandwidth to space ratio (BSR)","International Conference on Management of Data","Asit Dan, Dinkar Sitaram"
"0","The SPIFFI scalable video-on-demand system","International Conference on Management of Data","Craig S. Freedman, David J. DeWitt"
"0","Efficient maintenance of materialized mediated views","International Conference on Management of Data","James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian"
"0","Incremental maintenance of views with duplicates","International Conference on Management of Data","Timothy Griffin, Leonid Libkin"
"0","View maintenance in a warehousing environment","International Conference on Management of Data","Yue Zhuge, H&#233;ctor Garc&#237;a-Molina, Joachim Hammer, Jennifer Widom"
"0","Hypergraph based reorderings of outer join queries with complex predicates","International Conference on Management of Data","Gautam Bhargava, Piyush Goel, Bala Iyer"
"0","Reducing multidatabase query response time by tree balancing","International Conference on Management of Data","Weimin Du, Ming-Chien Shan, Umeshwar Dayal"
"0","Dynamic resource brokering for multi-user query execution","International Conference on Management of Data","Diane L. Davison, Goetz Graefe"
"0","Temporal conditions and integrity constraints in active database systems","International Conference on Management of Data","A. Prasad Sistla, Ouri Wolfson"
"0","Semantic assumptions and query evaluation in temporal databases","International Conference on Management of Data","Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia"
"0","Applying update streams in a soft real-time database system","International Conference on Management of Data","B. Adelberg, H. Garcia-Molina, B. Kao"
"0","Balancing histogram optimality and practicality for query result size estimation","International Conference on Management of Data","Yannis E. Ioannidis, Viswanath Poosala"
"0","Enhancing database correctness: a statistical approach","International Conference on Management of Data","Wen-Chi Hou, Zhongyang Zhang"
"0","Adapting materialized views after redefinitions","International Conference on Management of Data","Ashish Gupta, Inderpal S. Mumick, Kenneth A. Ross"
"0","Broadcast disks: data management for asymmetric communication environments","International Conference on Management of Data","Swarup Acharya, Rafael Alonso, Michael Franklin, Stanley Zdonik"
"0","Implementing crash recovery in QuickStore: a performance study","International Conference on Management of Data","Seth J. White, David J. DeWitt"
"0","An effective hash-based algorithm for mining association rules","International Conference on Management of Data","Jong Soo Park, Ming-Syan Chen, Philip S. Yu"
"0","Information translation, mediation, and mosaic-based browsing in the TSIMMIS system","International Conference on Management of Data","Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Kelly Ireland, Yannis Papakonstantinou, Jeffrey Ullman, Jennifer Widom"
"0","Semint: a system prototype for semantic integration in heterogeneous databases","International Conference on Management of Data","Wen-Syan Li, Chris Clifton"
"0","Paradise: a database system for GIS applications","International Conference on Management of Data","CORPORATE The Paradise Team"
"0","Shore: combining the best features of OODBMS and file systems","International Conference on Management of Data","CORPORATE The SHORE Team"
"0","Design and implementation of advanced knowledge processing in the KBMS KRISYS","International Conference on Management of Data","J. Thomas, S. De&#223;loch, N. Mattos"
"0","The SAMOS active DBMS prototype","International Conference on Management of Data","Stella Gatziu, Andreas Geppert, Klaus R. Dittrich"
"0","Efendi: federated database system of Cadlab","International Conference on Management of Data","E. Radeke, R. B&#246;ttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte"
"0","VisDB: a system for visualizing large databases","International Conference on Management of Data","Daniel A. Keim, Hans-Peter Kriegel"
"0","The query by image content (QBIC) system","International Conference on Management of Data","Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic"
"0","The REACH active OODBMS","International Conference on Management of Data","A. P. Buchmann, A. Deutsch, J. Zimmermann, M. Higa"
"0","QBI: query by icons","International Conference on Management of Data","Antonio Massari, Stefano Pavani, Lorenzo Saladini, Panos K. Chrysanthis"
"0","InfoHarness: a system for search and retrieval of heterogeneous information","International Conference on Management of Data","Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte"
"0","Tutorial on storage technology: RAID and beyond","International Conference on Management of Data","Garth A. Gibson"
"0","DataMine-interactive rule discovery system","International Conference on Management of Data","T. Imielinski, A. Virmani"
"0","The Algres testbed of CHIMERA: an active object-oriented database system","International Conference on Management of Data","Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Giuseppe Psaila"
"0","The NAOS system","International Conference on Management of Data","C. Collet, T. Coupaye"
"0","An overview of the emerging third-generation SQL standard","International Conference on Management of Data","Jim Melton, Nelson Mendoca Mattos"
"0","Objects and SQL (panel session): strange relations?","International Conference on Management of Data","Donald R. Deutsch"
"0","Integration approaches for CIM","International Conference on Management of Data","Moira C. Norrie"
"0","Workflow automation: applications, technology and research","International Conference on Management of Data","Amit Sheth"
"0","Informix online XPS","International Conference on Management of Data","Bob Gerber"
"0","An overview of DB2 parallel edition","International Conference on Management of Data","Chaitanya Baru, Gilles Fecteau"
"0","Indexing multimedia databases","International Conference on Management of Data","Christos Faloutsos"
"0","Order-of-magnitude advantage on TPC-C through massive parallelism","International Conference on Management of Data","Charles Levine"
"0","Cover your assets","International Conference on Management of Data","Michael A. Olson"
"0","Leveraging the information asset","International Conference on Management of Data","Janet Perna"
"0","Enterprise Objects Framework: a second generation object-relational enabler","International Conference on Management of Data","Charly Kleissner"
"0","Use of a component architecture in integrating relational and non-relational","International Conference on Management of Data","Robert Atkinson"
"0","Data extraction and transformation for the data warehouse","International Conference on Management of Data","Case Squire"
"0","Research and products-are they relevant to each other? (panel session)","International Conference on Management of Data","Herb Edelstein"
"0","One size fits all database architectures do not work for DSS","International Conference on Management of Data","Clark D. French"
"0","Real world requirements for decision support-implications for RDBMS","International Conference on Management of Data","Sanju K. Bansal"
